CommunityID	SubCommunityID	RefID	DocID	DocLable	Title	Year	Citation	DE-Keywords	ID-Keywords	Abstract
2	0	647	153	Linderman K, J OPER MANAG, 2004	Integrating quality management practices with knowledge creation processes	2004	55	quality management; knowledge management; theory	LEARNING-CURVE; ORGANIZATIONAL KNOWLEDGE; COMPETITIVE ADVANTAGE; PERFORMANCE; FIRM; IMPROVEMENT; SYSTEMS; STRATEGY; CUSTOMER; AWARDS	Several quality thought leaders have considered the role of knowledge in quality management practices. For example, Deming proposed The Deming System of Profound Knowledge(TM) that dealt explicitly with knowledge. However, various authors in the quality field diverge considerably when contemplating knowledge. We propose an integrated view of quality and knowledge using Nonaka's theory of knowledge creation. This integrated view helps illuminate how quality practices can lead to knowledge creation and retention. The knowledge perspective also provides insight into what it means to effectively deploy quality management practices. Previous empirical research noted the importance of effective deployment, but provided little insight into what effective deployment means. This research argues that quality management practices create knowledge, which leads to organizational performance. Taking a knowledge-based view (KBV) of the firm provides a deeper understanding of why some organizations are more successful at deploying quality management practices than others. (C) 2004 Elsevier B.V. All rights reserved.
2	0	647	168	Evans JR, J OPER MANAG, 2004	An exploratory study of performance measurement systems and relationships with performance results	2004	35		QUALITY MANAGEMENT-PRACTICES; CUSTOMER SATISFACTION; TQM; IMPLEMENTATION; PROFITABILITY; TAXONOMY; CONTEXT; AWARDS; MODEL; FIRMS	The design of an effective performance measurement system, which includes the selection of appropriate measures and approaches for analyzing results, is central to aligning an organization's operations with its strategic direction. Despite its importance, this is one area that many organizations fail to address effectively. This paper reports exploratory empirical results, obtained from an on-line survey, on the relative emphasis and types of performance measurements and analysis approaches used by organizations in manufacturing, service, and not-for-profit (including education and health care) sectors. The results suggest that organizations with more mature performance measurement systems report better results in terms of customer, financial, and market performance. (C) 2004 Elsevier B.V. All rights reserved.
2	0	647	170	Ketokivi MA, J OPER MANAG, 2004	Perceptual measures of performance: fact or fiction?	2004	96	operations performance; empirical research; statistical analysis; measurement and methodology	QUALITY MANAGEMENT-PRACTICES; MULTITRAIT-MULTIMETHOD DATA; CONFIRMATORY FACTOR-ANALYSES; HUMAN-RESOURCE MANAGEMENT; PATH ANALYTIC MODEL; MANUFACTURING STRATEGY; ORGANIZATIONAL RESEARCH; OPERATIONS MANAGEMENT; COMPETITIVE ADVANTAGE; PRODUCTION COMPETENCE	In contrast with the general management and strategy literature, performance measurement in the extant empirical operations management literature has relied heavily on perceptual measures of operational and financial performance. At the same time, rigorous examinations of the psychometric properties of such performance measurements instruments have not been performed. Especially needed are examinations of systematic informant bias and the related method variance and method bias, which are not captured by conventional methods used in operations management to assess construct reliability and validity. We conduct a multitrait-multimethod analysis of perceptual performance measures to investigate item-specific trait, method and error variance. Data from 164 factories with three informants per factory is analyzed. We find that while random error and systematic bias account for a large portion of item variance, perceptual measures satisfy the requirements of reliability and validity. However, we caution against the use of single-informant studies in future research as substantive conclusions may be affected. (C) 2004 Elsevier B.V. All rights reserved.
2	0	647	174	Chen IJ, J OPER MANAG, 2004	Towards a theory of supply chain management: the constructs and measurements	2004	302	supply chain management; constructs; instrument development	PRODUCT DEVELOPMENT; COMPETITIVE PRIORITIES; OPERATIONS MANAGEMENT; PERFORMANCE OUTCOMES; ENTERPRISE LOGISTICS; COOPERATIVE STRATEGY; CORPORATE-STRATEGY; EMPIRICAL-RESEARCH; QUALITY; IMPACT	Rising international cooperation, vertical disintegration, along with a focus on core activities have led to the notion that firms are links in a networked supply chain. This novel perspective has created the challenge of designing and managing a network of interdependent relationships developed and fostered through strategic collaboration. Although research interests in supply chain management (SCM) are growing, no research has been directed towards a systematic development of SCM instruments. This Study identifies and consolidates various supply chain initiatives and factors to develop key SCM constructs conducive to advancing the field. To this end, we analyzed over 400 articles and synthesized the large, fragmented body of work dispersed across many disciplines. The result of this study, through successive stages of measurement analysis and refinement, is a set of reliable, valid. and unidimensional measurements that can be subsequently used in different contexts to refine or extend conceptualization and measurements or to test various theoretical models, paving the way for theory building in SCM. (C) 2004 Elsevier B.V. All rights reserved.
2	0	647	176	Koste LL, J OPER MANAG, 2004	Measuring dimensions of manufacturing flexibility	2004	51	manufacturing flexibility; measurement; empirical research	STRUCTURAL EQUATION MODELS; CONSTRAINED JOB SHOPS; ENVIRONMENTAL UNCERTAINTY; PERFORMANCE EVALUATION; COMPETITIVE ADVANTAGE; MACHINE FLEXIBILITY; SYSTEMS; IMPACT; TECHNOLOGY; MANAGEMENT	Even though many managers and academics have cited flexibility as a key competitive capability, efforts to measure and understand this complex construct continue. Consequently in this paper, we address the issue of manufacturing flexibility measurement. and then use these measures to better understand flexibility. Churchill's [J. Market. Res. 16 (1979) 64] paradigm is used to develop psychometrically sound measures for six oft-used dimensions of manufacturing flexibility: machine, labor, material handling, mix, new product, and modification. Previous research shows that each of these dimensions, in turn, is comprised of four elements. The resulting 24 scales (6 dimensions x 4 elements) demonstrate the desired properties of unidimensionality. reliability. and validity. We show further that the four elements of any given manufacturing flexibility dimension can be grouped into two conceptually separate factors representing "Scope" and "Achievability" of flexible responses. Scope and achievability factor scores can be used to compare a subset of firms with respect to their flexibility choices, and observe the trade-offs firms make both within and across flexibility dimensions. Along with scale development, establishing scope versus achievability relationships between flexibility elements provides a better basis for measuring and creating a holistic understanding of this complex concept. (C) 2004, Elsevier B.V. All rights reserved.
2	0	647	180	Ketokivi MA, J OPER MANAG, 2004	Strategic, structural contingency and institutional explanations in the adoption of innovative manufacturing practices	2004	57	manufacturing strategy; institutional theory; contingency theory; manufacturing practices	QUALITY MANAGEMENT-PRACTICES; RESOURCE-BASED VIEW; COMPETITIVE ADVANTAGE; OPERATIONS MANAGEMENT; PERFORMANCE; UNCERTAINTY; CAPABILITIES; ISOMORPHISM; TAXONOMY; DESIGN	The main argument in this paper is that in order to understand the phenomenon of how innovative manufacturing practices diffuse we need to invoke theoretical arguments other than the ones that are conventionally used. In particular, neo-institutional arguments can shed light on the determinants of manufacturing practice adoption and implementation. We juxtapose both theoretically and empirically three different theoretical perspectives that can be used to address the phenomenon: strategic contingency, structural contingency and neo-institutional arguments. A preliminary empirical test of the three competing perspectives is tested in a sample of 164 manufacturing plants. We find that the institutional perspective explains much more of the variance in the practices adopted and implemented by the plants than either the structural contingency or the strategic contingency theories. This motivates future research using some of the less familiar theoretical approaches. (C) 2004 Elsevier B.V. All rights reserved.
2	0	647	187	Naveh E, J OPER MANAG, 2005	Achieving competitive advantage through implementing a replicable management standard: Installing and using ISO 9000	2005	55	ISO 9000 standard; operating and business performance; usage; installation	TOTAL QUALITY MANAGEMENT; PRODUCT INNOVATION; EMPIRICAL POWER; TEST STATISTICS; PERFORMANCE; ADOPTION; PERSPECTIVE; DIFFUSION; SPECIFICATION; CERTIFICATION	This paper investigates the effects of implementing the international standard ISO 9000 on measures of business and operating performance. Based on the literature and a case study we identified two stages in implementing ISO 9000-(1) Installation, which has two dimensions: (a) external coordination and (b) integration; and (2) Usage, which also has two dimensions: (a) in daily practice and (b) as a catalyst for change. The hypotheses were that installation of ISO 9000 is positively related to use of ISO 9000, and use of ISO 9000 is positively related to operating performance. In addition, use of ISO 9000 is positively related to business performance since operating performance is positively related to business performance. We used hierarchical linear models (HLM) to test our hypotheses and validated the results by comparing the longitudinal perfomance of ISO 9000 certified companies with four matched samples of companies that were not ISO 9000 certified. Our analysis indicated that while the installation stage was necessary to successfully implement ISO 9000, organizations achieved a distinct operating advantage from this replicable standard when they used it in daily practice and as a catalyst for change. These findings were based on responses to a survey of 1150 quality managers in 924 organizations, which was supplemented for about one-third of the organizations with longitudinal information from the Compustat database on the organizations' business and operating performance. The validation indicated that implementing the ISO 9000 standard led to improved operating performance, but that this outcome did not necessarily or automatically yield better business performance. (c) 2005 Elsevier B.V. All rights reserved.
2	0	647	220	Goldstein SM, J OPER MANAG, 2005	Linking publicness to operations management practices: a study of quality management practices in hospitals	2005	14	operations management practices; publicness dimensions; quality management; health care operations; empirical research methods; regression analysis	PRIVATE ORGANIZATIONS; FINANCIAL PERFORMANCE; COMPETITIVE ADVANTAGE; TQM IMPLEMENTATION; BALDRIGE; CULTURE; VALIDATION; GOVERNMENT; STRATEGY; IMPACT	The goal of this study is to serve as a foundation to establish a link between the theory of organizational publicness and operations management practices. Quality management practices provide the unit of analysis for studying this linkage. The theory of organizational publicness is used to establish that organizations can be defined on a continuum of publicness rather than as purely public or purely private. Particular cultural factors, political influences, and organizational characteristics define this publicness. The study investigates the linkage between four publicness dimensions (ownership, goal setting, funding, and control) and operations-related quality practices (information and analysis, staff focus, and process management) in U.S. hospitals. The results of regression analysis show that the publicness dimensions of ownership and control are related to some quality management practices, with control (i.e. public responsibility and compliance) having a significant effect throughout the studied models. Hospital goal setting and funding, two additional publicness dimensions, are not significantly related to quality management practices. The results of this study build our understanding of how operations practices are used in public organizations and help to define the extent to which publicness matters. (C) 2004 Elsevier B.V. All rights reserved.
2	0	647	224	Rungtusanatham A, J OPER MANAG, 2005	TQM across multiple countries: Convergence Hypothesis versus National Specificity arguments	2005	18	Total Quality Management; Deming management method; Convergence Hypothesis; National Specificity; measurement equivalence	DEMING MANAGEMENT METHOD; TOTAL QUALITY MANAGEMENT; UNITED-STATES; STRONG INFERENCE; CULTURE; IMPACT; ORGANIZATION; PERFORMANCE; MODELS; JAPAN	We provide conceptual clarity and new empirical findings for the question of whether or not TQM is universal in its applicability. At the conceptual level, we reposition and reframe the "universality of TQM" question in light of two conflicting theoretical perspectives in the international business literature - one that supports the universal applicability of TQM (i.e., the Convergence Hypothesis argument) and another that questions the universal applicability of TQM (i.e., the National Specificity argument). We do so to provide a stronger theoretical basis for the "universality of TQM" question and to motivate and initiate a "strong inference" epistemological approach [Platt, J.R., 1964. Strong inference. Science 146 (364), 347-353] to examine, at the empirical level, the applicability of TQM across multiple countries. For this empirical assessment, we compare both the adoption levels of the Deming-based TQM constructs and the patterns of Deming-based TQM relationships among German, Italian, Japanese, and USA plants, using secondary data from 143 plants in Round Two of the World-Class Manufacturing project. After assessing measurement quality (i.e., reliability and validity) and measurement equivalence (i.e., translation, calibration, and metric), MANOVA analysis and regression analysis were deployed to derive relevant empirical results empirical results that have implications not only for the question of whether or not TQM is universal in its applicability but also for the theoretical tension between the Convergence Hypothesis argument and the National Specificity argument. (C) 2004 Elsevier B.V. All rights reserved.
2	0	647	242	Nair A, J OPER MANAG, 2006	Meta-analysis of the relationship between quality management practices and firm performance - implications for quality management theory development	2006	66	quality management; performance; theory development; meta-analysis	COMPETITIVE ADVANTAGE; CUSTOMER SATISFACTION; TQM; IMPACT; IMPLEMENTATION; REPLICATION; CONTEXT; DESIGN; MODEL; BALDRIGE	Quality management (QM) has received a high degree of attention in extant literature. Several research papers attribute superior firm performance to adoption of QM practices. The availability of a large number of research papers that investigate the impact of QM practices on performance provide an ideal setting for theory extension and refinement using meta-analysis techniques. In this paper a meta-analytic study is presented that fulfills two objectives. First, the paper formalizes performance implications of adopting QM practices and present hypothesized relationship between QM practices and performance. Second, a meta-analysis of correlation (Hunter and Schmidt, 1990) approach is used to examine the empirical research in QM to determine which QM practices are positively related to improved performance. The study also examines the presence of moderating factors in the association between QM practices and performance. The results support many hypothesized relationships and also point towards the presence of moderating factors in almost all QM practice-performance relationships. A discussion of the findings is presented and directions for further development of QM theory are proposed. (c) 2005 Elsevier B.V. All rights reserved.
2	0	647	245	Narasimhan R, J OPER MANAG, 2006	Disentangling leanness and agility: An empirical investigation	2006	90	leanness; agility; resource constraints	QUALITY MANAGEMENT-PRACTICES; MANUFACTURING PERFORMANCE; TQM; CONSTRUCTS; STRATEGY; INFRASTRUCTURE; IMPLEMENTATION; VALIDATION; INDUSTRY; OUTCOMES	Manufacturing plant managers have sought performance improvements by adhering to the guiding principles of leanness and agility. Lean manufacturing and agile manufacturing paradigms have also received considerable attention in operations management literature. However, paradoxically, the extant literature is lacking in clarity and fails to delineate with sufficient precision how and why leanness and agility differ. Given the resource constraints within which most manufacturing firms have to operate today, it is useful, if not critical, to develop a good understanding of how these paradigms differ and what their constituent dimensions are. Such an understanding is also essential for developing and testing theories relating to leanness and agility. Through a literature review we discuss leanness and agility in two ways: (1) as manufacturing paradigms and (2) as performance capabilities. Our empirical study attempts to determine whether lean and agile forms occur with any degree of regularity in manufacturing plants. The results confirm the existence of homogeneous groups that resemble lean and agile performing plants, and they identify important differences pertaining to their constituent performance dimensions. The results indicate that while the pursuit of agility might presume leanness, pursuit of leanness might not presume agility. While the perfonnance capability differences across the empirically derived groups accord well with expected differences across plants that excel in leanness and agility, the practice differences across the groups are not as clearly distinguished. We discuss the implications of our findings for further research and theory development. (c) 2005 Elsevier B.V. All rights reserved.
2	0	647	249	Prater E, J OPER MANAG, 2006	A comparative model of firm size and the global operational dynamics of US firms in Europe	2006	9	global operations; international/global issues; SMEs	STRATEGIC MANAGEMENT; SUPPLY CHAIN; MULTINATIONAL-CORPORATIONS; DIVERSIFICATION STRATEGY; EMPIRICAL-ASSESSMENT; UNITED-STATES; INTERNATIONALIZATION; FIT; PERFORMANCE; BUSINESS	This study focuses on the global operations of U.S. firms that have shifted from direct exporting to the location of facilities in Europe. All U.S. firms with physical facilities in Europe were surveyed. We develop a general model that integrates firms' experience in global operations with their operations strategy, their global supply chain structure, and their ability to coordinate global operations through information technology. From the model emerge hypotheses that are tested using the structural equation modeling approach, taking into account differences in challenges across small- and medium-sized enterprises (SMEs) and large to very large firms. Our testing and comparisons give insight into the dynamics of the globalization process and provide direction for future research. (c) 2005 Elsevier B.V. All rights reserved.
2	0	647	279	Swafford PM, J OPER MANAG, 2006	The antecedents of supply chain agility of a firm: Scale development and model testing	2006	83	empirical research; operations strategy; supply chain management; scale development; structural equation modeling	MANUFACTURING FLEXIBILITY; MANAGEMENT; PERFORMANCE; COMPETENCE; DIMENSIONS; CAPABILITIES; PERSPECTIVE; SYSTEMS	In a constantly changing global competitive environment, an organization's supply chain agility directly impacts its ability to produce, and deliver innovative products to their customers in a timely and cost effective manner. While the beneficial impact of supply chain agility is generally acknowledged, very little research exists to date addressing how an organization can achieve supply chain agility. This study first presents a framework of an organization's supply chain process flexibilities as an important antecedent of its supply chain agility, and then establishes the key factors that determine the flexibility attributes of the three critical processes of the supply chain-procurement/sourcing, manufacturing, and distribution/logistics. Using empirical data, we develop flexibility and agility scales related to our supply chain agility model, and then test the model. Findings reveal that supply chain agility of a firm is directly and positively impacted by the degree of flexibility present in the manufacturing and procurement/sourcing processes of the supply chain; while it is indirectly impacted by the level of flexibility within its distribution/logistics process. The results also support our view that a firm's supply chain agility is impacted by the synergy among the three process flexibilities in its internal supply chain. (c) 2005 Elsevier B. V. All rights reserved.
2	0	647	309	Shah R, J OPER MANAG, 2007	Defining and developing measures of lean production	2007	121	lean production; scale development; confirmatory factor analysis	JUST-IN-TIME; OPERATIONS MANAGEMENT RESEARCH; QUALITY MANAGEMENT; PRODUCTION SYSTEM; PERFORMANCE; JIT; IMPACT; ISSUES; INFRASTRUCTURE; RELIABILITY	Our research addresses the confusion and inconsistency associated with "lean production." We attempt to clarify the semantic confusion surrounding lean production by conducting an extensive literature review using a historical evolutionary perspective in tracing its main components. We identify a key set of measurement items by charting the linkages between measurement instruments that have been used to measure its various components from the past literature, and using a rigorous, two-stage empirical method and data from a large set of manufacturing firms, we narrow the list of items selected to represent lean production to 48 items, empirically identifying 10 underlying components. In doing so, we map the operational space corresponding to conceptual space surrounding lean production. Configuration theory provides the theoretical underpinnings and helps to explain the synergistic relationships among its underlying components. (c) 2007 Published by Elsevier B.V.
2	0	647	324	Molina LM, J OPER MANAG, 2007	Relationship between quality management practices and knowledge transfer	2007	46	quality management; empirical research	STRATEGIC ALLIANCES; OPERATIONS MANAGEMENT; COMPETITIVE ADVANTAGE; ABSORPTIVE-CAPACITY; SHARED KNOWLEDGE; FIRM; PERFORMANCE; NETWORKS; MODEL; ORGANIZATION	This paper analyzes the relationship between quality management (QM) and knowledge transfers. The study of QM was tackled by analyzing the degree of implementation of the different practices that compose it. Hypotheses are developed on the relationship between some QM practices and knowledge transfers. Both the proposed model and the hypotheses were tested on a sample of 197 Spanish firms. The results confirm the importance of the different QM practices on internal and external knowledge transfers. (c) 2006 Elsevier B.V. All rights reserved.
2	0	647	355	Bendoly E, J OPER MANAG, 2007	Bipolarity in reactions to operational 'constraints': OM bugs under an OB lens	2007	18	behavioral theory; operations; constraints; inverted-U	DRIVEN EMPIRICAL-RESEARCH; SITUATIONAL CONSTRAINTS; JOB DEMANDS; PERFORMANCE; MANAGEMENT; MOTIVATION; WORKLOAD; STRAIN; PERSPECTIVE; VALIDATION	In the 1980 inaugural issue of the Journal of Operations Management, Powell and Johnson stressed the need to introduce behavioral factors into research models of operational processes and performance. While some progress has been made since then, contemporary authors argue that limited dialogue between operations management and behavioral researchers continues to restrict the interpretability of such studies. Drawing on expertise from both operations and behavioral research, and motivated by a case example, we intend to further this dialogue. In doing so, we outline interdisciplinary commonalities and several methodological pitfalls that those studying the links between resource constraints and operational performance should take into account when developing new research. These issues range from appropriate model conceptualization to operationalization for empirical studies. Recommendations for appropriately confronting methodological concerns related to these issues are provided. (c) 2005 Elsevier B.V. All rights reserved.
2	0	647	359	Sila I, J OPER MANAG, 2007	Examining the effects of contextual factors on TQM and performance through the lens of organizational theories: An empirical study	2007	81	quality management; organizational behavior; interdisciplinary; empirical research methods; questionnaires/surveys/interviews	TOTAL QUALITY MANAGEMENT; HUMAN-RESOURCE MANAGEMENT; FIRM PERFORMANCE; FINANCIAL PERFORMANCE; COMPETITIVE ADVANTAGE; CUSTOMER SATISFACTION; CONSTRUCT-VALIDITY; SERVICE QUALITY; MARKET SHARE; IMPACT	Although much has been written about TQM, little attention has been paid to the potential effects of contextual factors on TQM and TQM-performance relationships. The use of organizational theory to formulate propositions regarding the effects of such factors is especially scarce in the TQM literature. This study uses institutional theory and contingency theory as the basis to test a number of such propositions. First, a model of TQM and organizational performance is developed. Then using survey data, the effects of five contextual factors-three institutional factors and two contingency factors-on the implementation of TQM practices and on the impact of TQM on key organizational performance measures are analyzed within a TQM-performance relationships model framework. The three institutional factors include TQM implementation, ISO 9000 registration, and country of origin, and the two contingency factors include company size and scope of operations. The results show that the implementation of all TQM practices is similar across subgroups of companies within each contextual factor. In addition, the effects of TQM on four performance measures, as well as the relationships among these measures, are generally similar across subgroup companies. Thus, for the five contextual factors analyzed, the overall findings do not provide support for the argument that TQM and TQM-performance relationships are context-dependent. The implications of the study for managers and researchers, as well as study limitations, are also discussed. (c) 2006 Elsevier B.V. All rights reserved.
2	0	647	362	Swink M, J OPER MANAG, 2007	Managing beyond the factory walls: Effects of four types of strategic integration on manufacturing plant performance	2007	87	manufacturing strategy; integration; empirical methods	QUALITY MANAGEMENT-PRACTICES; SUPPLY CHAIN; COMPETITIVE ADVANTAGE; OPERATIONS STRATEGY; ORGANIZATIONAL PERFORMANCE; PRODUCTION COMPETENCE; DYNAMIC CAPABILITIES; BUSINESS PERFORMANCE; PRODUCT DEVELOPMENT; FLEXIBILITY	In this paper we focus on the integration of strategic objectives and process knowledge that a manufacturing factory collects from its external interfaces. Using data from a variety of manufacturing industries, this study examines four different types of strategic integration at the manufacturing plant level. We use a path analytic approach to simultaneously assess the contributions of the various types of integration to manufacturing-based competitive capabilities and business level performance. In addition, we examine the intervening roles that manufacturing-based competitive capabilities play in mediating the relationships between strategic integration and business performance. We find that each type of integration activity has unique benefits and detriments. These findings extend prior studies of manufacturing and supply chain integration by broadening the theory relating to strategic integration. The results also provide implications for manufacturing managers who seek to design integration policies and associated resource deployments. (c) 2006 Elsevier B.V. All rights reserved.
2	0	647	368	Sousa R, J OPER MANAG, 2008	Contingency research in operations management practices	2008	90	Contingency research; Best practice; Contingency theory	TOTAL QUALITY MANAGEMENT; TOTAL PRODUCTIVE MAINTENANCE; MANUFACTURING STRATEGY; COMPETITIVE ADVANTAGE; WORLD-CLASS; ORGANIZATIONAL-EFFECTIVENESS; STRUCTURAL-CONTINGENCY; TQM IMPLEMENTATION; EMPIRICAL-RESEARCH; PLATFORM STRATEGY	As operations management (OM) best practices have become mature, research on practices has begun to shift its interest from the justification of the value of those practices to the understanding of the contextual conditions under which they are effective-OM practice contingency research (OM PCR). This article sets out to examine and critique the current state of OM PCR. We review OM PCR studies through the lens of the major theoretical view on contingencies, contingency theory, along a number of relevant dimensions: contingency variables, performance variables, measurement, research design and employed form of fit. In this process, we put forward a number of tasks that need to be accomplished in order to move OM PCR forward and develop more solid conceptual foundations in which to anchor rigorous research in this area. Finally. we reflect on the theoretical arguments that underlie OM PCR (which are based on the contingency approach) and identify its limitations in fully explaining the currently observed patterns of use of OM practices and associated performance outcomes. As a result, we propose that in order to increase our understanding of these patterns, OM scholars need to study in more depth the process of selection of OM best practices by organizations. Accordingly, we put forward a framework to underpin such research integrating contingency theory and other theoretical perspectives. (C) 2008 Elsevier B.V. All rights reserved.
2	0	647	378	Zu XX, J OPER MANAG, 2008	The evolving theory of quality management: The role of Six Sigma	2008	53	quality management; Six Sigma; performance	COMPETITIVE ADVANTAGE; FIRM PERFORMANCE; ORGANIZATIONAL CULTURE; CUSTOMER SATISFACTION; KNOWLEDGE CREATION; IMPACT; IMPROVEMENT; MODEL; IMPLEMENTATION; 6-SIGMA	While Six Sigma is increasingly implemented in industry, little academic research has been done on Six Sigma and its influence on quality management theory and application. There is a criticism that Six Sigma simply puts traditional quality management practices in a new package. To investigate this issue and the role of Six Sigma in quality management, this study reviewed both the traditional quality management and Six Sigma literatures and identified three new practices that are critical for implementing Six Sigma's concept and method in an organization. These practices are referred to as: Six Sigma role structure, Six Sigma structured improvement procedure, and Six Sigma focus on metrics. A research model and survey instrument were developed to investigate how these Six Sigma practices integrate with seven traditional quality management practices to affect quality performance and business performance. Test results based on a sample of 226 US manufacturing plants revealed that the three Six Sigma practices are distinct practices from traditional quality management practices, and that they complement the traditional quality management practices in improving performance. The implications of the findings for researchers and practitioners are discussed and further research directions are offered. (c) 2008 Elsevier B.V. All rights reserved.
2	0	647	381	Foster ST, J OPER MANAG, 2008	Towards an understanding of supply chain quality management	2008	28	supply chain quality management (SCQM); supply chain management; quality management	SATISFACTION	In this paper, we define supply chain quality management (SCQM) to operationalize and understand the effect of increased emphasis on supply chain management on the practice of quality management. We review current research in quality management and identify common themes found in the literature. Key quality management content variables identified are customer focus, quality practices, supplier relations, leadership, HR practices, business results, and safety. We use these variables to propose areas for future research in the field of supply chain quality management. (C) 2007 Elsevier B.V. All rights reserved.
2	0	647	382	Kaynak H, J OPER MANAG, 2008	A replication and extension of quality management into the supply chain	2008	53	quality management; supply chain management; replication research	JUST-IN-TIME; BUSINESS ECONOMIC-PERFORMANCE; CONFIRMATORY FACTOR-ANALYSIS; PATH ANALYTIC MODEL; COMPETITIVE ADVANTAGE; PRODUCT DEVELOPMENT; FIRM PERFORMANCE; CONSTRUCT-VALIDITY; ORGANIZATIONAL PERFORMANCE; FINANCIAL PERFORMANCE	As competition moves beyond a single firm into the supply chain, researchers are beginning to explore quality management (QM) in a supply chain context. The literature suggests that supply chain management (SCM) consists of internal practices, which are contained within a firm, and external practices, which cross organizational boundaries integrating a firm with its customers and suppliers. Supplier quality management and customer focus are two QM practices that are also clearly in the domain of SCM. In this study we investigate how these two supply chain management-related quality practices lead to improved performance and examine the practices that precede and mediate those relationships. In doing so, we replicate and extend the relationships among the QM practices and their effects on firm performance suggested in Kaynak [Kaynak, H., 2003. The relationship between total quality management practices and their effects on firm performance. Journal of Operations Management 21, 405-435] using survey data gathered from firms operating in the U.S. The inclusion of customer focus and supplier quality management in the QM model supports the importance of internal and external integration for quality performance. Implications of the results for researchers and practitioners are discussed, and further research implications are suggested. (C) 2007 Elsevier B.V. All rights reserved.
2	0	647	384	Sroufe R, J OPER MANAG, 2008	An examination of ISO 9000 : 2000 and supply chain quality assurance	2008	23	ISO 9000 : 2000; quality assurance; quality management; supply chain management	COMPETITIVE ADVANTAGE; UNITED-STATES; FINANCIAL PERFORMANCE; FIRM PERFORMANCE; MANAGEMENT; CERTIFICATION; IMPLEMENTATION; IMPROVEMENT; IMPACT; COMPETENCE	ISO 9000:2000 is the latest version of the quality standard developed by the International Organization for Standardization (ISO). The standard aims to evaluate a firm's ability to effectively design, produce, and deliver quality products and services. This version of the standard tries to enhance customer satisfaction by including more top-management involvement and continual improvement. Despite widespread international acceptance, the new standard is surrounded by controversy similar to that surrounding its predecessor, the 1994 version. The literature is clearly divided in its assessment of ISO 9000:2000, which is viewed as either a quality management (QM)-based system or as another paper-driven process that increases risk, uncertainty, and costs. This study utilizes case-based research to address the competing views of the ISO 9000:2000 standard in an attempt to see if a sample of firms in the automotive industry can be positioned within the Miles and Snow [Miles, R.E., Snow, C.C., 1978. Organizational Strategy, Structure and Process. McGraw-Hill, New York] strategic typology. We compare different amounts of quality standard integration and quality assurance in the supply chain of firms with ISO 9000:2000 registration while positing several research propositions. (C) 2007 Elsevier B.V. All rights reserved.
2	0	647	386	Schroeder RG, J OPER MANAG, 2008	Six Sigma: definition and underlying theory	2008	70	quality management; Six Sigma; organizational issues; case/field study	TOTAL QUALITY MANAGEMENT; 6 SIGMA; ORGANIZATIONAL CONTROL; KNOWLEDGE CREATION; PRODUCT INNOVATION; BOUNDARY; PERFORMANCE; IMPROVEMENT; FRAMEWORK; CONTEXT	Six Sigma has been gaining momentum in industry; however, academics have conducted little research on this emerging phenomenon. Understanding Six Sigma first requires providing a conceptual definition and identifying an underlying theory. In this paper we use the grounded theory approach and the scant literature available to propose an initial definition and theory of Six Sigma. Our research argues that although the tools and techniques in Six Sigma are strikingly similar to prior approaches to quality management, it provides an organizational structure not previously seen. This emergent structure for quality management helps organizations more rigorously control process improvement activities, while at the same time creating a context that enables problem exploration between disparate organizational members. Although Six Sigma provides benefits over prior approaches to quality management, it also creates new challenges for researchers and practitioners. (C) 2007 Published by Elsevier B.V.
2	0	647	391	Zhao XD, J OPER MANAG, 2008	The impact of power and relationship commitment on the integration between manufacturers and customers in a supply chain	2008	79	power; relationship commitment; supply chain integration; culture; China	TRANSACTION COST THEORY; ECONOMIC-ORGANIZATION; CHANNEL RELATIONSHIPS; UNITED-STATES; PERFORMANCE; TRUST; MANAGEMENT; SATISFACTION; EXCHANGE; STRATEGY	Supply chain integration (SCI) has received increasing attention from scholars and practitioners in recent years. However, our knowledge of what influences SCI is still very limited. Although marketing and management researchers have investigated power and relationship commitment issues between organizations, few have examined their impact on SCI. This paper extends the power-relationship commitment theory established in Western marketing literature and links it with SCI in China, through examining the relationship between power, relationship commitment and the integration between manufacturers and their customers. We propose and empirically test a model using data collected from 617 manufacturing companies in China. The results show that different types of customer power impact manufacturers' relationship commitment in different ways. Expert power, referent power and reward power are important in improving manufacturers' normative relationship commitment, while reward power and coercive power enhance instrumental relationship commitment. We also found that normative relationship commitment had a greater impact on customer integration than instrumental relationship commitment. These findings are interpreted in light of national culture differences between China and the U.S. in terms of power distance and collectivism, which provide a new perspective on SCI. (C) 2007 Elsevier B.V. All rights reserved.
