CommunityID	SubCommunityID	Modularity	Topic	SubTopic	RefID	Volume	Page	Lable	Title	Keywords	firstAU	Journal	Year	Citation	DOI	Degree	Closeness	Betweenness
9	0	0.350014			11554	24	637	Choi TY, JOM, 2006			Choi TY	JOM	2006	13	10.1016/j.jom.2005.07.002	0.003356	0.148595	0.000000
9	0	0.350014			13363	14	35	Hendricks KB, POM, 2005			Hendricks KB	POM	2005	35	NA	0.030201	0.183278	0.048899
9	0	0.350014			15715	14	53	Kleindorfer PR, POM, 2005			Kleindorfer PR	POM	2005	31	NA	0.026846	0.155309	0.011824
9	0	0.350014			34877	14	21	Lederer PJ, POM, 2005			Lederer PJ	POM	2005	6	NA	0.003356	0.129664	0.000000
9	2	0.350014			14745	14	315	Ulrich KT, POM, 2005			Ulrich KT	POM	2005	10	NA	0.003356	0.177734	0.000000
9	0	0.350014			13923	9	213	Fine CH, POM, 2000			Fine CH	POM	2000	23	NA	0.003356	0.148595	0.000000
9	2	0.350014			22143	11	313	Anderson EG, POM, 2002			Anderson EG	POM	2002	15	NA	0.006711	0.178082	0.005243
9	1	0.350014			16074	6	0	Fisher M, POM, 1997			Fisher M	POM	1997	14	NA	0.013423	0.130034	0.000000
9	1	0.350014			16077	13	135	Gan XH, POM, 2004			Gan XH	POM	2004	14	NA	0.013423	0.130034	0.000000
9	1	0.350014			16100	14	90	Martinez-de-albeniz V, POM, 2005			Martinez-de-albeniz V	POM	2005	14	NA	0.020134	0.149694	0.002417
9	2	0.350014			22407	18	487	Gray JV, POM, 2009			Gray JV	POM	2009	8	10.3401/poms.1080.01024	0.003356	0.145162	0.000000
8	1	0.353058			5274	19	367	Barman S, JOM, 2001			Barman S	JOM	2001	10	10.1016/S0272-6963(00)00060-7	0.016779	0.183647	0.013623
8	0	0.353058			242	8	250	Amoako-gyampah K, JOM, 1989			Amoako-gyampah K	JOM	1989	10	10.1016/0272-6963(89)90027-2	0.016779	0.170419	0.000042
8	1	0.353058			243	10	194	Barman S, JOM, 1991			Barman S	JOM	1991	10	10.1016/0272-6963(91)90022-P	0.026846	0.170899	0.002504
8	0	0.353058			244	1	1	Buffa e S, JOM, 1980			Buffa e S	JOM	1980	13	10.1016/0272-6963(80)90005-4	0.023490	0.184391	0.001926
8	0	0.353058			245	1	9	Chase RB, JOM, 1980			Chase RB	JOM	1980	11	10.1016/0272-6963(80)90006-6	0.013423	0.170260	0.000000
8	0	0.353058			248	8	297	Meredith j R, JOM, 1989			Meredith j R	JOM	1989	15	10.1016/0272-6963(89)90033-8	0.020134	0.214832	0.013133
8	0	0.353058			2348	16	0	Scudder g D, JOM, 1998			Scudder g D	JOM	1998	16	NA	0.010067	0.213074	0.000453
8	0	0.353058			3614	18	95	Pannirselvam GP, JOM, 1999			Pannirselvam GP	JOM	1999	15	10.1016/S0272-6963(99)00009-1	0.016779	0.213573	0.002757
8	1	0.353058			3000	17	225	Soteriou AC, JOM, 1999			Soteriou AC	JOM	1999	6	10.1016/S0272-6963(98)00040-0	0.013423	0.149941	0.000000
8	1	0.353058			3002	14	345	Vokurka RJ, JOM, 1996			Vokurka RJ	JOM	1996	8	10.1016/S0272-6963(96)00092-7	0.013423	0.149941	0.000000
8	1	0.353058			2384	15	123	Goh C-H, JOM, 1997			Goh C-H	JOM	1997	9	10.1016/S0272-6963(96)00102-7	0.013423	0.149941	0.000000
0	0	0.311640			26625	15	351	Ferguson ME, POM, 2006			Ferguson ME	POM	2006	19	NA	0.010067	0.015101	0.000181
0	0	0.311640			10582	10	125	Majumder P, POM, 2001			Majumder P	POM	2001	16	NA	0.010067	0.015101	0.000181
0	1	0.311640			1063	16	551	Guide VDR, JOM, 1998			Guide VDR	JOM	1998	7	10.1016/S0272-6963(97)00024-7	0.003356	0.011326	0.000000
0	1	0.311640			5297	18	467	Guide VDR, JOM, 2000			Guide VDR	JOM	2000	22	10.1016/S0272-6963(00)00034-6	0.013423	0.016988	0.000339
0	1	0.311640			10644	10	112	Ferrer G, POM, 2001			Ferrer G	POM	2001	9	NA	0.003356	0.010872	0.000000
0	0	0.311640			10629	5	0	Guide v d r  JR, M&SOM, 2003			Guide v d r  JR	M&SOM	2003	16	NA	0.013423	0.019415	0.000452
0	1	0.311640			10630	10	142	Guide VDR, POM, 2001			Guide VDR	POM	2001	19	NA	0.010067	0.015989	0.000181
0	0	0.311640			24317	10	156	Fleischmann M, POM, 2001			Fleischmann M	POM	2001	9	NA	0.003356	0.010454	0.000000
0	0	0.311640			28811	17	483	Atasu A, POM, 2008			Atasu A	POM	2008	9	10.3401/poms.1080.0051	0.003356	0.010454	0.000000
0	1	0.311640			10394	21	259	Guide VDR, JOM, 2003			Guide VDR	JOM	2003	12	10.1016/S0272-6963(02)00110-9	0.003356	0.011326	0.000000
15	2	0.253305			86	5	0	Gupta y P, POM, 1996			Gupta y P	POM	1996	25	NA	0.026846	0.207020	0.007460
15	2	0.253305			121	12	0	Upton d M, JOM, 1995			Upton d M	JOM	1995	11	NA	0.006711	0.178781	0.000000
15	2	0.253305			19956	5	78	Voss CA, POM, 1996			Voss CA	POM	1996	8	NA	0.003356	0.163829	0.000000
15	1	0.253305			6749	20	519	Jack EP, JOM, 2002			Jack EP	JOM	2002	9	10.1016/S0272-6963(01)00079-1	0.003356	0.177561	0.000000
15	0	0.253305			3830	17	307	Pagell M, JOM, 1999			Pagell M	JOM	1999	11	10.1016/S0272-6963(98)00049-7	0.006711	0.177908	0.005243
15	1	0.253305			3839	18	485	Vokurka RJ, JOM, 2000			Vokurka RJ	JOM	2000	10	10.1016/S0272-6963(00)00031-0	0.006711	0.177734	0.000000
15	1	0.253305			3853	18	577	D'souza DE, JOM, 2000			D'souza DE	JOM	2000	16	10.1016/S0272-6963(00)00036-X	0.010067	0.178957	0.000044
15	1	0.253305			2853	18	75	Koste LL, JOM, 1999			Koste LL	JOM	1999	25	10.1016/S0272-6963(99)00010-8	0.036913	0.229443	0.029689
15	0	0.253305			9056	21	629	Pagell M, JOM, 2004			Pagell M	JOM	2004	7	10.1016/j.jom.2003.11.002	0.003356	0.145046	0.000000
19	1	0.154579			26738	16	665	Aksin ZN, POM, 2007			Aksin ZN	POM	2007	14	NA	0.010067	0.016520	0.000011
19	1	0.154579			24843	4	0	Garnett O, M&SOM, 2002			Garnett O	M&SOM	2002	11	NA	0.003356	0.014318	0.000000
19	2	0.154579			24863	7	0	Wallace r B, M&SOM, 2005			Wallace r B	M&SOM	2005	11	NA	0.013423	0.017897	0.000034
19	0	0.154579			24864	15	88	Whitt W, POM, 2006			Whitt W	POM	2006	8	NA	0.010067	0.016520	0.000011
19	1	0.154579			19517	5	0	Gans N, M&SOM, 2003			Gans N	M&SOM	2003	35	NA	0.026846	0.026846	0.000463
19	1	0.154579			29458	19	353	Mehrotra V, POM, 2010			Mehrotra V	POM	2010	5	10.3401/poms.1080.01097	0.003356	0.014318	0.000000
19	0	0.154579			26388	7	0	Harrison j M, M&SOM, 2005			Harrison j M	M&SOM	2005	8	NA	0.006711	0.015340	0.000000
19	2	0.154579			26459	16	13	Green LV, POM, 2007			Green LV	POM	2007	11	NA	0.006711	0.015340	0.000000
19	1	0.154579			37853	17	306	Chevalier P, POM, 2008			Chevalier P	POM	2008	7	10.3401/poms.1080.0033	0.006711	0.015340	0.000000
20	1	0.192438			10424	12	416	Sroufe R, POM, 2003			Sroufe R	POM	2003	9	NA	0.006711	0.164420	0.040675
20	1	0.192438			5419	10	327	Corbett CJ, POM, 2001			Corbett CJ	POM	2001	15	NA	0.016779	0.137389	0.035757
20	1	0.192438			5422	10	343	Delmas M, POM, 2001			Delmas M	POM	2001	11	10.1111/j.1937-5956.2001.tb00379.x	0.010067	0.117307	0.000000
20	0	0.192438			6461	10	174	Bowen FE, POM, 2001			Bowen FE	POM	2001	8	NA	0.010067	0.102405	0.000000
20	0	0.192438			5444	10	228	Rothenberg S, POM, 2001			Rothenberg S	POM	2001	9	NA	0.016779	0.117458	0.001729
20	0	0.192438			6484	10	244	King AA, POM, 2001			King AA	POM	2001	11	NA	0.013423	0.117383	0.001710
20	2	0.192438			22158	10	306	Angell LC, POM, 2001			Angell LC	POM	2001	8	NA	0.023490	0.117610	0.012169
20	2	0.192438			22172	10	276	Chinander KR, POM, 2001			Chinander KR	POM	2001	5	NA	0.006711	0.102347	0.000000
20	2	0.192438			22202	10	257	Klassen RD, POM, 2001			Klassen RD	POM	2001	7	NA	0.006711	0.102347	0.000000
3	1	0.154230			28854	16	455	Mithas S, POM, 2007			Mithas S	POM	2007	8	NA	0.006711	0.010487	0.000000
3	1	0.154230			28860	16	404	Rothkopf MH, POM, 2007			Rothkopf MH	POM	2007	8	NA	0.010067	0.011985	0.000090
3	1	0.154230			36730	16	510	Feng J, POM, 2007			Feng J	POM	2007	5	NA	0.003356	0.007627	0.000000
3	0	0.154230			15082	2	0	Elmaghraby w J, M&SOM, 2000			Elmaghraby w J	M&SOM	2000	18	NA	0.003356	0.008389	0.000000
3	0	0.154230			23340	16	483	Kwasnica AM, POM, 2007			Kwasnica AM	POM	2007	6	NA	0.003356	0.008389	0.000000
3	0	0.154230			20470	16	409	Elmaghraby W, POM, 2007			Elmaghraby W	POM	2007	14	NA	0.013423	0.013982	0.000158
21	0	0.237059			3514	16	321	Handfield RB, JOM, 1998			Handfield RB	JOM	1998	18	10.1016/S0272-6963(98)00017-5	0.006711	0.211343	0.000000
21	0	0.237059			3522	16	441	Meredith J, JOM, 1998			Meredith J	JOM	1998	41	10.1016/S0272-6963(98)00023-0	0.020134	0.229443	0.005967
21	0	0.237059			3749	11	0	Mccutcheon d M, JOM, 1993			Mccutcheon d M	JOM	1993	26	NA	0.013423	0.212576	0.011506
21	1	0.237059			3555	19	351	Choi TY, JOM, 2001			Choi TY	JOM	2001	16	10.1016/S0272-6963(00)00068-1	0.003356	0.138118	0.000000
21	1	0.237059			7116	20	469	Choi TY, JOM, 2002			Choi TY	JOM	2002	15	10.1016/S0272-6963(02)00025-6	0.006711	0.167597	0.005243
21	0	0.237059			6136	20	419	Stuart I, JOM, 2002			Stuart I	JOM	2002	17	10.1016/S0272-6963(02)00022-0	0.006711	0.178082	0.000000
13	1	0.181613			15438	26	426	Siemsen E, JOM, 2008			Siemsen E	JOM	2008	7	10.1016/j.jom.2007.09.001	0.003356	0.006711	0.000000
13	0	0.181613			15399	24	737	Bendoly E, JOM, 2006			Bendoly E	JOM	2006	27	10.1016/j.jom.2005.10.001	0.010067	0.010738	0.000023
13	0	0.181613			23798	10	566	Su XM, M&SOM, 2008			Su XM	M&SOM	2008	10	10.1287/msom.1070.0200	0.006711	0.007670	0.000000
13	0	0.181613			17146	10	676	Gino F, M&SOM, 2008			Gino F	M&SOM	2008	14	10.1287/msom.1070.0205	0.010067	0.010738	0.000023
13	1	0.181613			7012	5	0	Boudreau J, M&SOM, 2003			Boudreau J	M&SOM	2003	27	NA	0.010067	0.010738	0.000068
10	0	0.000000			25787	7	0	Tomlin B, M&SOM, 2005			Tomlin B	M&SOM	2005	9	NA	0.006711	0.007550	0.000000
10	0	0.000000			3630	6	0	Agrawal N, POM, 1997			Agrawal N	POM	1997	11	NA	0.003356	0.006040	0.000000
10	0	0.000000			26490	9	123	Babich V, M&SOM, 2007			Babich V	M&SOM	2007	12	10.1287/msom.1060.0122	0.006711	0.007550	0.000000
10	0	0.000000			26598	9	9	Dada M, M&SOM, 2007			Dada M	M&SOM	2007	17	10.1287/msom.1060.0128	0.010067	0.010067	0.000045
12	0	0.016694			40525	18	447	Klassen KJ, POM, 2009			Klassen KJ	POM	2009	5	10.3401/poms.1080.01021	0.003356	0.006040	0.000000
12	1	0.016694			20084	12	519	Cayirli T, POM, 2003			Cayirli T	POM	2003	16	NA	0.006711	0.007550	0.000000
12	0	0.016694			28452	17	338	Cayirli T, POM, 2008			Cayirli T	POM	2008	9	10.3401/poms.1080.0031	0.010067	0.010067	0.000045
12	1	0.016694			981	14	0	Klassen k J, JOM, 1996			Klassen k J	JOM	1996	10	NA	0.006711	0.007550	0.000000
17	0	0.000000			26639	10	339	Aviv Y, M&SOM, 2008			Aviv Y	M&SOM	2008	15	10.1287/msom.1070.0183	0.010067	0.010067	0.000045
17	0	0.000000			26658	16	713	Shen ZJM, POM, 2007			Shen ZJM	POM	2007	15	NA	0.006711	0.007550	0.000000
17	0	0.000000			25936	10	126	Elmaghraby W, M&SOM, 2008			Elmaghraby W	M&SOM	2008	15	10.1287/msom.1070.0157	0.006711	0.007550	0.000000
17	0	0.000000			29404	17	416	Zhang D, POM, 2008			Zhang D	POM	2008	6	10.3401/poms.1080.0039	0.003356	0.006040	0.000000
24	0	0.000000			25865	15	40	Cattani K, POM, 2006			Cattani K	POM	2006	7	NA	0.003356	0.004474	0.000000
24	0	0.000000			25887	13	93	Tsay AA, POM, 2004			Tsay AA	POM	2004	17	NA	0.006711	0.006711	0.000023
24	0	0.000000			13014	13	3	Boyaci T, POM, 2004			Boyaci T	POM	2004	8	NA	0.003356	0.004474	0.000000
5	0	0.000000			18443	12	404	Pil FK, POM, 2003			Pil FK	POM	2003	8	NA	0.003356	0.003356	0.000000
5	0	0.000000			13877	12	386	Kassinis GI, POM, 2003			Kassinis GI	POM	2003	7	NA	0.003356	0.003356	0.000000
11	0	0.000000			3637	6	0	Cachon G, POM, 1997			Cachon G	POM	1997	10	NA	0.003356	0.003356	0.000000
11	0	0.000000			1667	6	248	Clark TH, POM, 1997			Clark TH	POM	1997	13	NA	0.003356	0.003356	0.000000
14	0	0.000000			22825	16	599	Whitaker J, POM, 2007			Whitaker J	POM	2007	7	NA	0.003356	0.003356	0.000000
14	0	0.000000			23121	16	646	Dutta A, POM, 2007			Dutta A	POM	2007	7	NA	0.003356	0.003356	0.000000
16	0	0.000000			18893	16	40	Lee H, POM, 2007			Lee H	POM	2007	18	NA	0.003356	0.003356	0.000000
16	0	0.000000			27232	16	65	Gaukler GM, POM, 2007			Gaukler GM	POM	2007	12	NA	0.003356	0.003356	0.000000
18	0	0.000000			14438	9	368	Fisher M, M&SOM, 2007			Fisher M	M&SOM	2007	11	10.1287/msom.1070.0168	0.003356	0.003356	0.000000
18	0	0.000000			14444	9	353	Roth AV, M&SOM, 2007			Roth AV	M&SOM	2007	14	10.1287/msom.1070.0197	0.003356	0.003356	0.000000
22	0	0.000000			10414	21	329	Melnyk SA, JOM, 2003			Melnyk SA	JOM	2003	8	10.1016/S0272-6963(02)00109-2	0.003356	0.003356	0.000000
22	0	0.000000			10431	22	265	Zhu QH, JOM, 2004			Zhu QH	JOM	2004	10	10.1016/j.jom.2004.01.005	0.003356	0.003356	0.000000
23	0	0.000000			22813	16	542	Heese HS, POM, 2007			Heese HS	POM	2007	7	NA	0.003356	0.003356	0.000000
23	0	0.000000			36548	16	613	Delen D, POM, 2007			Delen D	POM	2007	7	NA	0.003356	0.003356	0.000000
25	0	0.000000			19889	7	0	Cachon g P, M&SOM, 2005			Cachon g P	M&SOM	2005	13	NA	0.003356	0.003356	0.000000
25	0	0.000000			28293	7	0	Hopp w J, M&SOM, 2005			Hopp w J	M&SOM	2005	6	NA	0.003356	0.003356	0.000000
26	0	0.000000			16684	26	148	Ellram LM, JOM, 2008			Ellram LM	JOM	2008	12	10.1016/j.jom.2007.02.008	0.003356	0.163242	0.000000
26	0	0.000000			20429	27	344	Handley SM, JOM, 2009			Handley SM	JOM	2009	10	10.1016/j.jom.2008.11.002	0.006711	0.206084	0.005243
27	0	0.000000			26083	10	288	Liu Q, M&SOM, 2008			Liu Q	M&SOM	2008	8	10.1287/msom.1070.0169	0.003356	0.003356	0.000000
27	0	0.000000			27189	10	448	Van ryzin G, M&SOM, 2008			Van ryzin G	M&SOM	2008	8	10.1287/msom.1070.0210	0.003356	0.003356	0.000000
28	0	0.000000			3473	17	467	Koufteros XA, JOM, 1999			Koufteros XA	JOM	1999	12	10.1016/S0272-6963(99)00002-9	0.003356	0.003356	0.000000
28	0	0.000000			4068	19	97	Koufteros X, JOM, 2001			Koufteros X	JOM	2001	10	10.1016/S0272-6963(00)00048-6	0.003356	0.003356	0.000000
