164	de Koster RBM	2004	J OPER MANAG	22	369		Journal	Article	18	Testing and classifying vehicle dispatching rules in three real-world settings	WOS:000222856700004	case study research; simulation; dispatching; vehicle scheduling	MATERIAL HANDLING SYSTEMS	4	Guided vehicles (GVs) are commonly used for the internal transportation of loads in warehouses, production plants and terminals. These guided vehicles can be routed with a variety of vehicle dispatching rules in an attempt to meet performance criteria such as minimizing the average load waiting times. In this research, we use simulation models of three companies to evaluate the performance of several real-time vehicle dispatching rules, in part described in the literature. It appears that there is a clear difference in average load waiting time between the different dispatching rules in the different environments. Simple rules, based on load and vehicle proximity (distance-based) perform best for all cases. The penalty for this is a relatively high maximum load waiting time. A distance-based rule with time truncation, giving more priority to loads that have to wait longer than a time threshold, appears to yield the best possible overall performance. A rule that particularly considers load-waiting time performs poor overall. We also show that using little pre-arrival information of loads leads to a significant improvement in the performance of the dispatching rules without changing their performance ranking. (C) 2004 Elsevier B.V. All rights reserved.
165	McCreery JK	2004	J OPER MANAG	22	387		Journal	Article	8	Performance implications of assembly work teams	WOS:000222856700005	workforce flexibility; workforce management; work teams; learning	LEARNING-CURVE; MANUFACTURING FLEXIBILITY; IMPACT	4	This paper explores the role of selected workforce management practices in developing mix, volume, and product flexibility. Using a model of a manually-paced assembly area, we examine three workforce management practices-the configuration of work teams, the extent of cross training, and the deployment of workers-that have the potential to enhance the level of manufacturing flexibility. We examine the effects of these practices at the level of the individual operation and individual worker, with the goal of maximizing overall system performance in a variety of manufacturing environments. Our results indicate that the value of workforce flexibility is contingent upon characteristics of the operating environment. Environments having high levels of product variety call for the use of a larger number of parallel work teams, while environments with highly complex tasks tend to require a smaller number of parallel teams. Further, the value of cross training and worker task sharing is diminished as work tasks become more complex, due to learning and forgetting effects on the workforce. The overall implication is that more worker flexibility does not always yield improved system performance. (C) 2004 Elsevier B.V. All rights reserved.
166	Pagell M	2004	J OPER MANAG	22	413		Journal	Article	4	Assessing the impact of alternative manufacturing layouts in a service setting	WOS:000222856700006	service operations; production/operations management; public/nonprofit management; simulation and statistics	SIMULATION ANALYSIS; SYSTEMS	4	This paper summarizes the results of a project designed to study and ultimately improve the overall operation of a service process, as found in one regional blood center. Driving this project was recognition that the current process, initially designed to accommodate a single customer group, was ill equipped to handle a changing customer mix now consisting of three disparate groups. The resulting mismatch between the process and users created long delays and an increase in the overall level of dissatisfaction with the existing process. To improve overall performance, this study turned to process analysis and computer simulation to stimulate a critical analysis of the process. As part of this approach, the study investigated three layouts: the existing worker paced assembly line, a modified assembly line, and service cells. The study examined the relationship between layout, customer mix and system performance. Key among the results was that a service cell approach led to higher performance and better customer satisfaction. (C) 2004 Elsevier B.V. All rights reserved.
167	Melnyk SA	2004	J OPER MANAG	22	209		Journal	Article	66	Metrics and performance measurement in operations management: dealing with the metrics maze	WOS:000221894200001	metrics; performance measurement; operations management	MANUFACTURING STRATEGY; EMPLOYEE; SERVICE; SYSTEMS	3	Metrics provide essential links between strategy, execution, and ultimate value creation. Changing competitive dynamics are placing heavy demands on conventional metrics systems, and creating stresses throughout firms and their supply chains. Research has not kept pace with these new demands in an environment where it is no longer sufficient to simply let metrics evolve over time-we must learn how to proactively design and manage them. The intent of this paper is to convey the importance and need for metrics-related research. An outline of the important characteristics of the metrics research topic is provided. Specifically, we address the functions of metrics; their focus and tense; their operational and strategic contexts; as well as discuss the distinction between metrics, metrics sets and metrics systems. Some initial theoretical grounding for the research topic is provided through agency theory. We conclude with a discussion of the intent and process of the special issue, and introduction of the associated articles. (C) 2004 Elsevier B.V. All rights reserved.
168	Evans JR	2004	J OPER MANAG	22	219		Journal	Article	35	An exploratory study of performance measurement systems and relationships with performance results	WOS:000221894200002		QUALITY MANAGEMENT-PRACTICES; CUSTOMER SATISFACTION; TQM; IMPLEMENTATION; PROFITABILITY; TAXONOMY; CONTEXT; AWARDS; MODEL; FIRMS	3	The design of an effective performance measurement system, which includes the selection of appropriate measures and approaches for analyzing results, is central to aligning an organization's operations with its strategic direction. Despite its importance, this is one area that many organizations fail to address effectively. This paper reports exploratory empirical results, obtained from an on-line survey, on the relative emphasis and types of performance measurements and analysis approaches used by organizations in manufacturing, service, and not-for-profit (including education and health care) sectors. The results suggest that organizations with more mature performance measurement systems report better results in terms of customer, financial, and market performance. (C) 2004 Elsevier B.V. All rights reserved.
169	Sun S	2004	J OPER MANAG	22	233		Journal	Article	17	Assessing joint maintenance shops in the Taiwanese Army using data envelopment analysis	WOS:000221894200003	data envelopment analysis; performance measurement; maintenance	EFFICIENCY ANALYSIS; WEIGHT FLEXIBILITY; PRODUCTIVITY; UNITS	3	This paper proposes an alternative data envelopment analysis (DEA) method for assessing the performance of joint maintenance shops (JMSs) in the Taiwanese Army over two 6-month periods in 2000. It further examines the possibility of using DEA over time as a basis for continuous improvement. To help productivity improvements, the DEA results for the first time period were implemented at the five selected JMSs located in Taipei, Taoyuan, Taichung, Chaiyi, and Kaoshiung. The findings show that most of previously inefficient JMSs, on average, have become relative more efficient through DEA recommendation remedial actions. Three JMSs increased their technical and pure technical efficiencies; and one JMS increased its scale efficiency. Few JMSs were operating at increasing returns to scale, indicating a potential to expand. As such, it can be a valuable benchmarking tool for the JMS managers and assist in efficiently using scare resources to produce productivity. Finally, the Army has accepted DEA as a performance measurement tool for JMSs. (C) 2004 Elsevier B.V. All rights reserved.
170	Ketokivi MA	2004	J OPER MANAG	22	247		Journal	Article	96	Perceptual measures of performance: fact or fiction?	WOS:000221894200004	operations performance; empirical research; statistical analysis; measurement and methodology	QUALITY MANAGEMENT-PRACTICES; MULTITRAIT-MULTIMETHOD DATA; CONFIRMATORY FACTOR-ANALYSES; HUMAN-RESOURCE MANAGEMENT; PATH ANALYTIC MODEL; MANUFACTURING STRATEGY; ORGANIZATIONAL RESEARCH; OPERATIONS MANAGEMENT; COMPETITIVE ADVANTAGE; PRODUCTION COMPETENCE	3	In contrast with the general management and strategy literature, performance measurement in the extant empirical operations management literature has relied heavily on perceptual measures of operational and financial performance. At the same time, rigorous examinations of the psychometric properties of such performance measurements instruments have not been performed. Especially needed are examinations of systematic informant bias and the related method variance and method bias, which are not captured by conventional methods used in operations management to assess construct reliability and validity. We conduct a multitrait-multimethod analysis of perceptual performance measures to investigate item-specific trait, method and error variance. Data from 164 factories with three informants per factory is analyzed. We find that while random error and systematic bias account for a large portion of item variance, perceptual measures satisfy the requirements of reliability and validity. However, we caution against the use of single-informant studies in future research as substantive conclusions may be affected. (C) 2004 Elsevier B.V. All rights reserved.
171	Zhu QH	2004	J OPER MANAG	22	265		Journal	Article	236	Relationships between operational practices and performance among early adopters of green supply chain management practices in Chinese manufacturing enterprises	WOS:000221894200005	international management; green supply chain management; moderated hierarchical regression; empirical study	JUST-IN-TIME; ENVIRONMENTAL-MANAGEMENT; COMPETITIVE ADVANTAGE; PRODUCT DEVELOPMENT; FIRM PERFORMANCE; INNOVATION; IMPACT; PERSPECTIVES; CAPABILITIES; VARIABLES	3	Globalization results in both pressure and drivers for Chinese enterprises to improve their environmental performance. As a developing country, China has to balance economic and environmental performance. Green supply chain management (GSCM) is emerging to be an important approach for Chinese enterprises to improve performance, possibly on both these dimensions. Using empirical results from 186 respondents on GSCM practice in Chinese manufacturing enterprises, we examine the relationships between GSCM practice and environmental and economic performance. Using moderated hierarchical regression analysis, we evaluate the general relationships between specific GSCM practices and performance. We then investigate how two primary types of management operations philosophies, quality management and just-in-time (or lean) manufacturing principles, influence the relationship between GSCM practices and performance. Significant findings were determined for a number of relationships. Managerial implications are also identified. (C) 2004 Elsevier B.V. All rights reserved.
172	York KM	2004	J OPER MANAG	22	291		Journal	Article	31	Causation or covariation: an empirical re-examination of the link between TQM and financial performance	WOS:000221894200006	quality; financial performance; empirical research	TOTAL QUALITY MANAGEMENT; MARKET ORIENTATION; COMPETITIVE ADVANTAGE; INNOVATION; BALDRIGE; IMPACT; FIRMS; PROGRAMS; STRATEGY; AWARDS	3	Total Quality Management (TQM) is an integrated management system designed to focus an organization's resources on increasing the quality of a firm's products/services, satisfying customer needs and improving the efficiency of the processes that produce the firm's products/services. Advocates of TQM have suggested that there should be a positive relationship between implementing TQM practices and financial performance measures. The empirical evidence supporting this assertion, however, is limited at best. Most of the research has been limited to surveys of managers' perceptions of the effect of TQM on financial performance. A few empirical studies using financial performance measures have been done, and have shown that TQM firms have better financial performance than other firms. However, better performing companies may be more likely to adopt TQM, so that rather than being a path to improved financial success (causation), TQM merely "comes along for the ride" (covariation). This study examined the relationship between TQM and financial performance, using a sample of Baldrige Award winners and replicated with a second sample of state quality award winning companies, and three different sets of financial performance measures. Both Baldrige and state quality award winners generally had better financial performance than their peers after winning a quality award, and before. (C) 2004 Elsevier B.V. All rights reserved.
173	Devaraj S	2004	J OPER MANAG	22	313		Journal	Article	41	Generic manufacturing strategies and plant performance	WOS:000221894200007	operations strategy; empirical research	PRODUCT-PROCESS MATRIX; OPERATIONS MANAGEMENT; ORGANIZATIONAL RESEARCH; RETROSPECTIVE REPORTS; COMPETITIVE STRATEGY; EMPIRICAL-ANALYSIS; LIFE-CYCLES; TAXONOMY; DIFFERENTIATION; PERSPECTIVE	3	This study examines the effects of the fit between generic manufacturing strategies (GMS) and manufacturing objectives upon strategically relevant plant level performance outcomes (e.g. cost-efficiency, quality, delivery, flexibility, and innovation). The proposition that plants with generic manufacturing strategies that are consistent (fit) with operational objectives will experience relatively higher levels of performance than others is tested using data from multiple countries and industries. A simultaneous estimation analysis revealed significant relationships between generic manufacturing strategies and plant performance, when accounting for operational objectives and while controlling for country, industry, and size effects. (C) 2004 Elsevier B.V. All rights reserved.
174	Chen IJ	2004	J OPER MANAG	22	119		Journal	Review	302	Towards a theory of supply chain management: the constructs and measurements	WOS:000221007500001	supply chain management; constructs; instrument development	PRODUCT DEVELOPMENT; COMPETITIVE PRIORITIES; OPERATIONS MANAGEMENT; PERFORMANCE OUTCOMES; ENTERPRISE LOGISTICS; COOPERATIVE STRATEGY; CORPORATE-STRATEGY; EMPIRICAL-RESEARCH; QUALITY; IMPACT	2	Rising international cooperation, vertical disintegration, along with a focus on core activities have led to the notion that firms are links in a networked supply chain. This novel perspective has created the challenge of designing and managing a network of interdependent relationships developed and fostered through strategic collaboration. Although research interests in supply chain management (SCM) are growing, no research has been directed towards a systematic development of SCM instruments. This Study identifies and consolidates various supply chain initiatives and factors to develop key SCM constructs conducive to advancing the field. To this end, we analyzed over 400 articles and synthesized the large, fragmented body of work dispersed across many disciplines. The result of this study, through successive stages of measurement analysis and refinement, is a set of reliable, valid. and unidimensional measurements that can be subsequently used in different contexts to refine or extend conceptualization and measurements or to test various theoretical models, paving the way for theory building in SCM. (C) 2004 Elsevier B.V. All rights reserved.
175	Tucker AL	2004	J OPER MANAG	22	151		Journal	Article	67	The impact of operational failures on hospital nurses and their patients	WOS:000221007500002	operational failures; organizational learning; service organizations	TOTAL-QUALITY-MANAGEMENT; SERVICE RECOVERY; IMPLEMENTATION; ORGANIZATIONS; PERFORMANCE; WORKFORCE; SYSTEMS; HEALTH; CARE	2	Operational failures in healthcare can hinder employees, potentially decreasing both productivity and quality of care. At the same time. regulatory agencies, industry experts, and consumers increasingly demand that health care organizations learn from prior failures to prevent recurrence. Building on the notion that learning from operational failures requires an accurate Understanding of their nature, this paper reports on an in-depth study of operational failures encountered by hospital nurses. Data analysis suggests that in this context (1) most operational failures stem from breakdowns in the supply of materials and information across organizational boundaries and (2) employees quickly compensate for most failures. We propose that these two conditions-lack of control of processes that create failures and the ease with which employees restore functioning-make it difficult for organizations to recognize these incidents as learning opportunities, and if they do, to capitalize on the opportunity. This has an important implication for efforts to generate organizational learning and improvement from employees' experiences with failures. Highly interdependent front-line workers do not control organizational processes responsible for the majority of failures they encounter and have a difficult task convincing powerful associates that these obstacles wan-ant solution efforts, making it likely operational failures will persist. (C) 2004 Elsevier B.V. All rights reserved.
176	Koste LL	2004	J OPER MANAG	22	171		Journal	Article	51	Measuring dimensions of manufacturing flexibility	WOS:000221007500003	manufacturing flexibility; measurement; empirical research	STRUCTURAL EQUATION MODELS; CONSTRAINED JOB SHOPS; ENVIRONMENTAL UNCERTAINTY; PERFORMANCE EVALUATION; COMPETITIVE ADVANTAGE; MACHINE FLEXIBILITY; SYSTEMS; IMPACT; TECHNOLOGY; MANAGEMENT	2	Even though many managers and academics have cited flexibility as a key competitive capability, efforts to measure and understand this complex construct continue. Consequently in this paper, we address the issue of manufacturing flexibility measurement. and then use these measures to better understand flexibility. Churchill's [J. Market. Res. 16 (1979) 64] paradigm is used to develop psychometrically sound measures for six oft-used dimensions of manufacturing flexibility: machine, labor, material handling, mix, new product, and modification. Previous research shows that each of these dimensions, in turn, is comprised of four elements. The resulting 24 scales (6 dimensions x 4 elements) demonstrate the desired properties of unidimensionality. reliability. and validity. We show further that the four elements of any given manufacturing flexibility dimension can be grouped into two conceptually separate factors representing "Scope" and "Achievability" of flexible responses. Scope and achievability factor scores can be used to compare a subset of firms with respect to their flexibility choices, and observe the trade-offs firms make both within and across flexibility dimensions. Along with scale development, establishing scope versus achievability relationships between flexibility elements provides a better basis for measuring and creating a holistic understanding of this complex concept. (C) 2004, Elsevier B.V. All rights reserved.
177	Froehle CA	2004	J OPER MANAG	22	1		Journal	Article	75	New measurement scales for evaluating perceptions of the technology-mediated customer service experience	WOS:000189213600001	service operations; measurement and methodology; empirical research; technology	ORGANIZATIONAL RESEARCH; OPERATIONS MANAGEMENT; INFORMATION; PERFORMANCE; BEHAVIOR; RICHNESS; QUALITY; CONTACT; DESIGN; WEB	1	Service organizations are increasingly utilizing advanced information and communication technologies, such as the Internet, in hopes of improving the efficiency, cost-effectiveness, and/or quality of their customer-facing operations. More of the contact a customer has with the firm is likely to be with the back-office and, therefore, mediated by technology. While previous operations management research has been important for its contributions to our understanding of customer contact in face-to-face settings, considerably less work has been done to improve our understanding of customer contact in what we refer to as technology-mediated settings (e.g., via telephone, instant messaging (IM), or email). This paper builds upon the service operations management (SOM) literature on customer contact by theoretically defining and empirically developing new multi-item measurement scales specifically designed for assessing technology-mediated customer contact. Seminal works on customer contact theory and its empirical measurement are employed to provide a foundation for extending these concepts to technology-mediated contexts. We also draw upon other important frameworks, including the Service Profit Chain, the Theory of Planned Behavior, and the concept of media/information richness, in order to identify and define our constructs. We follow a rigorous empirical scale development process to create parsimonious sets of survey items that exhibit satisfactory levels of reliability and validity to be useful in advancing SOM empirical research in the emerging Internet-enabled back-office. (C) 2004 Elsevier B.V. All rights reserved.
178	Johnston DA	2004	J OPER MANAG	22	23		Journal	Article	146	Effects of supplier trust on performance of cooperative supplier relationships	WOS:000189213600002	purchasing; supply management; organizational behavior	COLLABORATION; ALLIANCES; JAPANESE; QUALITY; FIRMS	1	This study tests a path analytic model of buyer-supplier relationships, linking the supplier's level of trust to three categories of inter-firm cooperative behaviors and these behaviors to the buyer's perception of the relationship's performance. Data was used from a survey of 164 dyads composed of a purchasing manager and a counterpart in a firm that they identified as their most cooperative suppliers. Higher levels of inter-organizational cooperative behaviors such as shared planning and flexibility in coordinating activities were found to be strongly linked to the supplier's trust in the buyer firm. However, not all of the types of cooperative behaviors, particularly joint responsibility for problem solving, had significant impacts on the buyer's perceptions of the relationship's performance. (C) 2003 Elsevier B.V. All rights reserved.
179	Prahinski C	2004	J OPER MANAG	22	39		Journal	Article	151	Supplier evaluations: communication strategies to improve supplier performance	WOS:000189213600003	supply chain management; supplier evaluations; supplier development; supply chain communication strategies	BUYER-SELLER RELATIONSHIPS; DISTRIBUTION CHANNELS; MANAGEMENT-PRACTICES; MARKETING CHANNELS; BEHAVIOR; DETERMINANTS; IMPACT; COOPERATION; COMMITMENT; FRAMEWORK	1	As firms increasingly emphasize cooperative relationships with critical suppliers, executives of buyer firms are using supplier evaluations to ensure that their performance objectives are met. Supplier evaluations, one type of supplier development program (SDP), are an attempt to meet current and future business needs by improving supplier performance and capabilities. The purpose of this study was to determine how suppliers perceive the buying firm's supplier evaluation communication process and its impact on suppliers' performance. Three communication strategies (indirect influence strategy, formality and feedback) were tested separately and one in unison (collaborative). Using structural equation modeling (SEM) and data collected from 139 first-tier North American automotive suppliers, the results of this research have shown that, contrary to the SDP literature from the buying firm's perspective, the supplier's perceptions of the buying firm's communication does not directly influence suppliers' performance. Specifically, the supplier evaluation communication process does not ensure improved supplier performance unless the supplier is committed to the buying firm. Buying firms can influence the supplier's commitment through increased efforts of cooperation and commitment. The results also indicate that when a buying firm utilizes collaborative communication, the supplier perceives a positive influence on the buyer Supplier relationship. (C) 2004 Elsevier B.V. All rights reserved.
180	Ketokivi MA	2004	J OPER MANAG	22	63		Journal	Article	57	Strategic, structural contingency and institutional explanations in the adoption of innovative manufacturing practices	WOS:000189213600004	manufacturing strategy; institutional theory; contingency theory; manufacturing practices	QUALITY MANAGEMENT-PRACTICES; RESOURCE-BASED VIEW; COMPETITIVE ADVANTAGE; OPERATIONS MANAGEMENT; PERFORMANCE; UNCERTAINTY; CAPABILITIES; ISOMORPHISM; TAXONOMY; DESIGN	1	The main argument in this paper is that in order to understand the phenomenon of how innovative manufacturing practices diffuse we need to invoke theoretical arguments other than the ones that are conventionally used. In particular, neo-institutional arguments can shed light on the determinants of manufacturing practice adoption and implementation. We juxtapose both theoretically and empirically three different theoretical perspectives that can be used to address the phenomenon: strategic contingency, structural contingency and neo-institutional arguments. A preliminary empirical test of the three competing perspectives is tested in a sample of 164 manufacturing plants. We find that the institutional perspective explains much more of the variance in the practices adopted and implemented by the plants than either the structural contingency or the strategic contingency theories. This motivates future research using some of the less familiar theoretical approaches. (C) 2004 Elsevier B.V. All rights reserved.
181	Narasimhan R	2004	J OPER MANAG	22	91		Journal	Article	43	Exploring flexibility and execution competencies of manufacturing firms	WOS:000189213600005	data envelopment analysis; execution cornpetence; flexibility competence; manufacturing efficiency	DATA ENVELOPMENT ANALYSIS; DYNAMIC CAPABILITIES; FLEXIBLE AUTOMATION; PERFORMANCE; MANAGEMENT; KNOWLEDGE; PERSPECTIVE; TECHNOLOGY; EFFICIENCY; DIMENSIONS	1	Manufacturing flexibilities improve a firm's ability to react to customer demands without incurring excessive time and cost penalties. While development of manufacturing flexibilities is desirable and indeed critical for some firms, exploiting the flexibility capabilities to achieve tangible firm-level performance outcomes through effective execution is becoming increasingly important. This paper presents a conceptual model that introduces two new constructs: flexibility competence and execution competence as distinct from manufacturing flexibility. Based on the proposed conceptual model and a multistage data envelopment analysis (MDEA) of empirical data, the roles of flexibility and execution competencies in determining performance are examined. The results indicate that some firms are more effective than others in exploiting investments in advanced manufacturing technologies and strategic sourcing initiatives to develop manufacturing flexibilities. Thus, lending credibility to the new construct referred to as flexibility competence. We also conclude that some firms are more effective than others in converting manufacturing flexibilities into tangible firm-level performance, suggesting that execution competence is an important construct that needs attention. We suggest future research in this area for comprehensively investigating these two new constructs proposed in this paper and identifying the factors that influence them. (C) 2004 Published by Elsevier B.V.
182	de Treville S	2004	J OPER MANAG	21	613		Journal	Article	68	From supply chain to demand chain: the role of lead time reduction in improving demand chain performance	WOS:000188709400001	demand chain management; supply chain management; lead time; logistics; information transfer; market mediation	MANAGEMENT; INFORMATION; EFFICIENCY; FRAMEWORK	6	To improve demand chain performance, is it better for parties in a supply chain to focus first on lead time reduction, or instead concentrate on improving the transfer of demand information upstream in the chain? Even though the theory of supply and demand chain management suggests that lead time reduction is an antecedent to the use of market mediation (i.e., adjusting production to fit actual customer demand as it materializes) [Harvard Business Rev. 75 (2) (1997) 105] to reduce transaction uncertainty in the chain, which can be conceptualized as the primary goal of supply chain management [J. Operat. Manage. 11 (3) (1993) 289], demand chain parties often are observed in practice to begin with information transfer improvement, ignoring the problem of long lead times. In this paper, we propose a framework for prioritizing lead time reduction in a demand chain improvement project, using a typology of demand chains to identify and recommend trajectories to achieve desirable levels of market mediation performance. (C) 2003 Elsevier B.V. All rights reserved.
183	Pagell M	2004	J OPER MANAG	21	629		Journal	Letter	45	Re-exploring the relationship between flexibility and the external environment	WOS:000188709400002	environmental uncertainty; flexibility; performance; strategic fit	PATH ANALYTIC MODEL; MANUFACTURING STRATEGY; OPERATIONS STRATEGY; COMPETITIVE PRIORITIES; UNCERTAINTY; PERFORMANCE; MANAGEMENT; CONTEXT; DIMENSIONS; LINKAGES	6	The organizational structure literature has long posited that increases in uncertainty should lead to organic (adaptable) structures [T. Burnes, G.M. Stalker, The Management of Innovation, Tavistock Publications, London, 1961]. Similarly, the operations management literature has focused on the importance of flexibility as a competitive weapon [e.g., De Meyer et al., 1989 Strategic Manage. J. 10 (1989) 135], and as a response to environmental uncertainty [Manage. Sci. 33 (1987) 509; Manage. Sci. 39 (1993) 395]. However, our recent attempts to empirically validate a relationship between environmental uncertainty and operational flexibility in manufacturing plants have failed to show a significant relationship [J. Operations Manage. 3 (1999) 307]. The present research attempts to rectify these contradictory findings by replicating and extending the works of [Manage. Sci. 33 (1987) 509] as well as [J. Operations Manage. 3 (1999) 307]. The results find no support for the proposition that firms that respond to increased uncertainty with increased flexibility will experience increased performance. (C) 2003 Elsevier B.V. All rights reserved.
184	Rabinovich E	2004	J OPER MANAG	21	651		Journal	Article	35	Physical distribution service quality in Internet retailing: service pricing, transaction attributes, and firm attributes	WOS:000188709400003	e-commerce; logistics/distribution; e-services; service operations; MIS/operations interface	INVENTORY SYSTEMS; CUSTOMER SERVICE; PRODUCT QUALITY; STRATEGY; INDUSTRY; COMMERCE; MODEL; DIFFERENTIATION; DETERMINANTS; CAPABILITIES	6	This paper develops a theoretical framework and empirically investigates physical distribution service (PDS) quality by Internet retailers in their transactions with consumers. An analysis of data that measure hundreds of electronic commerce transactions along with data at the firm level shows that higher shipping and handling charges are good indicators of better PDS quality. Other transaction-level conditions and firm-level attributes also affect PDS quality, as measured by availability, timeliness, and reliability. Most notably, when the net price of products transacted increases, PDS reliability and availability decline. Furthermore, Internet-retailer size is found to favor PDS availability whereas, surprisingly, newer Internet retailers exhibit a higher level of PDS availability than many of their incumbent competitors. (C) 2003 Elsevier B.V. All rights reserved.
185	Ross AD	2004	J OPER MANAG	21	673		Journal	Article	21	An analysis of operations efficiency in large-scale distribution systems	WOS:000188709400004	effectiveness/performance; DEA models; petroleum; logistics	DATA ENVELOPMENT ANALYSIS; UNITED-STATES; PRODUCTIVITY; PERFORMANCE	6	This research applies Data Envelopment Analysis (DEA) methodology to evaluate the efficiency of units within a large-scale network of petroleum distribution facilities in the USA. Multiple inputs and outputs are incorporated into a broad set of DEA models, yielding a comprehensive approach to evaluating supply chain efficiency. This study empirically separates three recognized, important and yet different causes of performance shortfalls which have been generally difficult for managers to identify. They are: (1) managerial effectiveness; (2) scale of operations and potential for a given market area (and efficiency of resource allocation given the scale); and (3) understanding the resource heterogeneity via programmatic differences in efficiency. Overall, the efficiency differences identified raised insightful questions regarding top management's selection of the appropriate form and type of inputs and outputs, as well as questions regarding the DEA model form selected. (C) 2003 Elsevier B.V. All rights reserved.
186	Stratman JK	2004	J OPER MANAG	21	689		Journal	Article	15	The deployment of temporary production workers in assembly operations: a case study of the hidden costs of learning and forgetting	WOS:000188709400005	human resources/operations interface; process design; job design; quality; simulation; case study; empirical research	FLEXIBILITY; CURVE; PERFORMANCE; ENVIRONMENT; KNOWLEDGE; IMPACT; TIME	6	The dynamics of workforce skill levels has a considerable impact on plant-level performance that is commonly overlooked by managers of manufacturing operations. In this study, we present a discrete event simulation model inspired by and validated in an actual manufacturing setting that includes short product life cycles, mid-volume production quantities, and a production environment consisting of assembly, inspection and testing. The effect of worker skill dynamics is analyzed using a factorial experimental design that contrasts the use of temporary versus permanent workers on manufacturing cost performance. The manufacturing costs assessed include labor, inspection and testing. The cost of reworking a defect is captured as an increase in the labor consumption. Materials costs are not assessed. At the core of the analysis, it is assumed that temporary workers have relatively less skill and therefore have higher average production times, higher average defect rates associated with their assembly activity, and lower rates of learning. In addition, the variance of the production time is higher for the temporary workers. Despite these indicators of performance problems, temporary workers may be used because of the considerably lower wage rate compared to permanent employees. Our in-depth case analyses shows that assigning skilled permanent workers to upstream build operations was superior to other policies deploying temporary workers, regardless of lot size or product complexity. Attesting to the importance of the labor mix component of manufacturing strategy, workforce deployment policies tended to dominate product switching frequency (a proxy variable for lot size and product mix) in impacting costs. (C) 2003 Elsevier B.V. All rights reserved.
187	Naveh E	2005	J OPER MANAG	24	1		Journal	Review	55	Achieving competitive advantage through implementing a replicable management standard: Installing and using ISO 9000	WOS:000233480700001	ISO 9000 standard; operating and business performance; usage; installation	TOTAL QUALITY MANAGEMENT; PRODUCT INNOVATION; EMPIRICAL POWER; TEST STATISTICS; PERFORMANCE; ADOPTION; PERSPECTIVE; DIFFUSION; SPECIFICATION; CERTIFICATION	1	This paper investigates the effects of implementing the international standard ISO 9000 on measures of business and operating performance. Based on the literature and a case study we identified two stages in implementing ISO 9000-(1) Installation, which has two dimensions: (a) external coordination and (b) integration; and (2) Usage, which also has two dimensions: (a) in daily practice and (b) as a catalyst for change. The hypotheses were that installation of ISO 9000 is positively related to use of ISO 9000, and use of ISO 9000 is positively related to operating performance. In addition, use of ISO 9000 is positively related to business performance since operating performance is positively related to business performance. We used hierarchical linear models (HLM) to test our hypotheses and validated the results by comparing the longitudinal perfomance of ISO 9000 certified companies with four matched samples of companies that were not ISO 9000 certified. Our analysis indicated that while the installation stage was necessary to successfully implement ISO 9000, organizations achieved a distinct operating advantage from this replicable standard when they used it in daily practice and as a catalyst for change. These findings were based on responses to a survey of 1150 quality managers in 924 organizations, which was supplemented for about one-third of the organizations with longitudinal information from the Compustat database on the organizations' business and operating performance. The validation indicated that implementing the ISO 9000 standard led to improved operating performance, but that this outcome did not necessarily or automatically yield better business performance. (c) 2005 Elsevier B.V. All rights reserved.
188	Wu ZH	2005	J OPER MANAG	24	27		Journal	Article	57	Supplier-supplier relationships in the buyer-supplier triad: Building theories from eight case studies	WOS:000233480700002	supplier-supplier relationships; buyer-supplier relationships; supply chain management; archetypes; operations strategy; case studies	JAPANESE PRODUCT-DEVELOPMENT; AUTOMOBILE-INDUSTRY; ALLIANCES; NETWORKS; CONFIGURATIONS; MANAGEMENT; FRAMEWORK; STRATEGY; PLANTS; HONDA	1	Many researchers have studied how the buying company manages its relationship with suppliers (i.e. buyer-supplier relationship). Extending this genre of study, researchers have recently shown interest in investigating how the buying company manages relationships between the suppliers (i.e. supplier-supplier relationship). In other words, just as the relationship with the suppliers does, the relationships between suppliers have strategic implications for the buyer. We present in this study eight cases that describe supplier-supplier relationship dynamics. Using theory building through case studies, we identify five archetypes of supplier-supplier relationships. Each type of relationship is a unique configuration of the relational characteristics. We also present working propositions that associate the antecedent conditions that lead to these archetypes and eventual performance implications. (c) 2005 Elsevier B.V. All rights reserved.
189	Tsikriktsis N	2005	J OPER MANAG	24	53		Journal	Review	32	A review of techniques for treating missing data in OM survey research	WOS:000233480700003	missing data; empirical research; measurement and methodology	INCOMPLETE DATA; MULTIVARIATE-ANALYSIS; DISCRIMINANT-ANALYSIS; MULTIPLE IMPUTATION; REGRESSION; VALUES; MODEL	1	The treatment of missing data has been overlooked by the OM literature, while other fields such as marketing, organizational behavior, economics, statistics and psychometrics have paid more attention to the issue. A review of 103 survey-based articles published in the Journal of Operations Management between 1993 and 2001 shows that listwise deletion, which is often the least accurate technique of dealing with missing data, is heavily utilized by OM researchers. The paper also discusses the research implications of missing data, types of missing data and concludes with recommendations on which techniques should be used under different circumstances in order to improve the treatment of missing data in OM survey research. (c) 2005 Elsevier B.V. All rights reserved.
